date,close
2015-01-05,16414.80078125
2015-01-06,16173.6103515625
2015-01-07,16191.3701171875
2015-01-08,16441.6796875
2015-01-09,16222.75
2015-01-12,16158.76953125
2015-01-13,16140.259765625
2015-01-14,16066.1298828125
2015-01-15,15686.6904296875
2015-01-16,15755.900390625
2015-01-20,16265.009765625
2015-01-21,16392.4296875
2015-01-22,16776.869140625
2015-01-23,16759.099609375
2015-01-26,16890.94921875
2015-01-27,16952.240234375
2015-01-28,16918.990234375
2015-01-29,16667.990234375
2015-01-30,16530.9296875
2015-02-02,16719.0703125
2015-02-03,17258.060546875
2015-02-04,17350.830078125
2015-02-05,17211.609375
2015-02-06,17339.130859375
2015-02-09,17665.689453125
2015-02-10,17942.130859375
2015-02-11,17744.91015625
2015-02-12,18113.16015625
2015-02-13,18083.8203125
2015-02-17,17913.109375
2015-02-18,18082.26953125
2015-02-19,18080.359375
2015-02-20,18011.5390625
2015-02-23,18205.380859375
2015-02-24,18507.83984375
2015-02-25,18567.30078125
2015-02-26,18490.939453125
2015-02-27,18210.189453125
2015-03-02,18009.66015625
2015-03-03,17808.580078125
2015-03-04,17824.279296875
2015-03-05,17897.109375
2015-03-06,18283.400390625
2015-03-09,18370.169921875
2015-03-10,18380.6796875
2015-03-11,18684.5
2015-03-12,18785.400390625
2015-03-13,18666.390625
2015-03-16,18674.970703125
2015-03-17,18630.83984375
2015-03-18,18522.419921875
2015-03-19,18915.740234375
2015-03-20,19226.029296875
2015-03-23,19327.380859375
2015-03-24,19533.19921875
2015-03-25,20106.08984375
2015-03-26,20191.099609375
2015-03-27,19964.6796875
2015-03-30,20045.919921875
2015-03-31,19689.16015625
2015-04-01,19654.630859375
2015-04-02,20002.44921875
2015-04-07,20462.44921875
2015-04-08,20804.91015625
2015-04-09,20848.310546875
2015-04-10,21152.48046875
2015-04-13,22230.099609375
2015-04-14,21975.220703125
2015-04-15,22077.640625
2015-04-16,21900.529296875
2015-04-17,21326.990234375
2015-04-20,21642.720703125
2015-04-21,21903.369140625
2015-04-22,21955.2890625
2015-04-23,22050.58984375
2015-04-24,22420.4296875
2015-04-27,22821.7890625
2015-04-28,22789.259765625
2015-04-29,22321.23046875
2015-04-30,22612.4609375
2015-05-04,22554.029296875
2015-05-05,22588.619140625
2015-05-06,22850.529296875
2015-05-07,22731.640625
2015-05-08,22742.939453125
2015-05-11,22714.490234375
2015-05-12,22529.130859375
2015-05-13,22393.970703125
2015-05-14,22196.599609375
2015-05-15,22393.009765625
2015-05-18,22251.279296875
2015-05-19,22333.720703125
2015-05-20,22231.2890625
2015-05-21,22185.55078125
2015-05-22,22189.9609375
2015-05-26,22117.91015625
2015-05-27,22482.75
2015-05-28,22445.8203125
2015-05-29,22378.740234375
2015-06-01,22312.19921875
2015-06-02,22386.48046875
2015-06-03,22389.830078125
2015-06-04,22303.76953125
2015-06-05,22326.94921875
2015-06-08,21842.669921875
2015-06-09,22036.05078125
2015-06-10,21964.720703125
2015-06-11,22215.740234375
2015-06-12,21879.140625
2015-06-15,21799.8203125
2015-06-16,21693.4609375
2015-06-17,21720.150390625
2015-06-18,21529.130859375
2015-06-19,21470.939453125
2015-06-22,21775.400390625
2015-06-23,21999.310546875
2015-06-24,21844.66015625
2015-06-25,21476.740234375
2015-06-26,21807.5
2015-06-29,21623.720703125
2015-06-30,21903.130859375
2015-07-01,21875.859375
2015-07-02,22005.689453125
2015-07-06,21753.359375
2015-07-07,21400.720703125
2015-07-08,21367.3203125
2015-07-09,21734.720703125
2015-07-10,22064.4609375
2015-07-13,22098.76953125
2015-07-14,22144.470703125
2015-07-15,22285.0390625
2015-07-16,22507.23046875
2015-07-17,22490.220703125
2015-07-20,22475.890625
2015-07-21,22576.279296875
2015-07-22,22374.16015625
2015-07-23,22315.44921875
2015-07-24,22384.05078125
2015-07-27,22151.400390625
2015-07-28,22381.970703125
2015-07-29,22321.5390625
2015-07-30,22537.66015625
2015-07-31,22588.990234375
2015-08-03,22615.869140625
2015-08-04,22553.439453125
2015-08-05,22781.33984375
2015-08-06,22420.83984375
2015-08-07,22492.779296875
2015-08-10,22543.849609375
2015-08-11,22282.400390625
2015-08-12,22202.009765625
2015-08-13,22493.5703125
2015-08-14,22300.9296875
2015-08-17,22281.44921875
2015-08-18,22002.4296875
2015-08-19,22120.259765625
