date,PX
2019-10-23,1059.29
2019-10-24,1067.14
2019-10-25,1061.54
2019-10-29,1062.18
2019-10-30,1061.88
2019-10-31,1050.87
2019-11-01,1061.83
2019-11-04,1069.69
2019-11-05,1077.01
2019-11-06,1073.78
2019-11-07,1081.05
2019-11-08,1078.27
2019-11-11,1085.25
2019-11-12,1084.11
2019-11-13,1084.96
2019-11-14,1079.39
2019-11-15,1083.11
2019-11-18,1078.18
2019-11-19,1079.73
2019-11-20,1078.34
2019-11-21,1073.69
2019-11-22,1081.9
2019-11-25,1084.56
2019-11-26,1079.01
2019-11-27,1085.45
2019-11-28,1083.82
2019-11-29,1080.75
2019-12-02,1081.69
2019-12-03,1077.64
2019-12-04,1079.35
2019-12-05,1083.94
2019-12-06,1091.19
2019-12-09,1087.25
2019-12-10,1085.32
2019-12-11,1079.96
2019-12-12,1091.78
2019-12-13,1093.41
2019-12-16,1100.02
2019-12-17,1101.1
2019-12-18,1106.23
2019-12-19,1111.24
2019-12-20,1108.3
2019-12-23,1114.73
2019-12-27,1119.33
2019-12-30,1115.63
2020-01-02,1123.91
2020-01-03,1121.44
2020-01-06,1118.43
2020-01-07,1117.64
2020-01-08,1118.22
2020-01-09,1126.66
2020-01-10,1133.67
2020-01-13,1137.41
2020-01-14,1139.1
2020-01-15,1133.09
2020-01-16,1133.26
2020-01-17,1132.99
2020-01-20,1131.45
2020-01-21,1130.12
2020-01-22,1140.48
2020-01-23,1135.4
2020-01-24,1142.95
2020-01-27,1131.58
2020-01-28,1107.47
2020-01-29,1097.59
2020-01-30,1074.39
2020-01-31,1072.46
2020-02-03,1085.15
2020-02-04,1090.21
2020-02-05,1103.37
2020-02-06,1114.6
2020-02-07,1110.72
2020-02-10,1111.12
2020-02-11,1107.19
2020-02-12,1102.94
2020-02-13,1104.1
2020-02-14,1102.93
2020-02-17,1097.45
2020-02-18,1096.92
2020-02-19,1104.21
2020-02-20,1097.16
2020-02-21,1089.32
2020-02-24,1058.69
2020-02-25,1041.44
2020-02-26,1032.25
2020-02-27,1002.24
2020-02-28,977.11
2020-03-02,985.13
2020-03-03,1011.53
2020-03-04,1007.24
2020-03-05,990.66
2020-03-06,962.89
2020-03-09,913.47
2020-03-10,912.76
2020-03-11,885.1
2020-03-12,815.74
2020-03-13,825.15
2020-03-16,761.12
2020-03-17,738.23
2020-03-18,690.37
2020-03-19,709.15
2020-03-20,738.8
2020-03-23,738.28
2020-03-24,794.74
2020-03-25,807.65
2020-03-26,801.57
2020-03-27,781.23
2020-03-30,770.44
2020-03-31,789.88
2020-04-01,770.67
2020-04-02,780.85
2020-04-03,774.34
2020-04-06,807.95
2020-04-07,820.33
2020-04-08,827.66
2020-04-09,840.08
2020-04-14,851.56
2020-04-15,825.11
2020-04-16,844.46
2020-04-17,851.36
2020-04-20,846.68
2020-04-21,830.16
2020-04-22,834.31
2020-04-23,855.19
2020-04-24,851.91
2020-04-27,859.33
2020-04-28,867.16
2020-04-29,883.95
2020-04-30,873.17
2020-05-04,862.95
2020-05-05,876.32
2020-05-06,872.71
2020-05-07,881.34
2020-05-11,885.94
2020-05-12,890.61
2020-05-13,881.67
2020-05-14,858.96
2020-05-15,867.44
2020-05-18,878.65
2020-05-19,868.92
2020-05-20,878.57
2020-05-21,869.69
2020-05-22,877.01
2020-05-25,882.0
2020-05-26,901.15
2020-05-27,907.14
2020-05-28,901.62
2020-05-29,895.52
2020-06-01,907.62
2020-06-02,921.82
2020-06-03,927.53
2020-06-04,932.42
2020-06-05,957.55
2020-06-08,962.71
2020-06-09,945.08
2020-06-10,941.92
2020-06-11,907.84
2020-06-12,930.94
2020-06-15,923.2
2020-06-16,946.35
2020-06-17,933.41
2020-06-18,928.28
2020-06-19,927.97
2020-06-22,927.12
2020-06-23,933.25
2020-06-24,919.31
2020-06-25,917.79
2020-06-26,920.88
2020-06-29,924.68
2020-06-30,918.0
2020-07-01,923.72
2020-07-02,938.45
2020-07-03,938.0
2020-07-07,936.79
2020-07-08,938.85
2020-07-09,945.58
2020-07-10,941.73
2020-07-13,952.47
2020-07-14,937.84
2020-07-15,948.11
2020-07-16,949.09
2020-07-17,949.03
2020-07-20,952.85
2020-07-21,950.8
2020-07-22,944.08
2020-07-23,934.07
2020-07-24,915.87
2020-07-27,914.02
2020-07-28,909.42
2020-07-29,904.1
2020-07-30,876.94
2020-07-31,882.67
2020-08-03,892.18
2020-08-04,897.77
2020-08-05,906.41
2020-08-06,906.52
2020-08-07,907.26
2020-08-10,914.89
2020-08-11,929.08
2020-08-12,927.53
2020-08-13,916.77
2020-08-14,913.06
2020-08-17,911.0
2020-08-18,904.25
2020-08-19,897.45
2020-08-20,889.01
2020-08-21,896.7
2020-08-24,899.94
2020-08-25,909.05
2020-08-26,908.57
2020-08-27,903.88
2020-08-28,908.09
2020-08-31,903.49
2020-09-01,903.33
2020-09-02,901.48
2020-09-03,901.76
2020-09-04,902.62
2020-09-07,909.17
2020-09-08,903.66
2020-09-09,900.68
2020-09-10,904.69
2020-09-11,897.77
2020-09-14,898.7
2020-09-15,898.33
2020-09-16,893.54
2020-09-17,883.63
2020-09-18,873.66
2020-09-21,861.87
2020-09-22,868.05
2020-09-23,861.69
2020-09-24,863.09
2020-09-25,863.93
2020-09-29,862.28
2020-09-30,868.33
2020-10-01,859.11
2020-10-02,857.72
2020-10-05,862.93
2020-10-06,874.33
2020-10-07,873.18
2020-10-08,874.68
2020-10-09,872.5
2020-10-12,870.27
2020-10-13,868.03
2020-10-14,872.94
2020-10-15,855.46
2020-10-16,867.08
2020-10-19,872.2
2020-10-20,870.08
2020-10-21,857.71
2020-10-22,857.82
2020-10-23,863.1
2020-10-26,860.27
2020-10-27,865.12
2020-10-29,848.85
2020-10-30,842.92
2020-11-02,845.44
2020-11-03,856.51
2020-11-04,865.01
2020-11-05,872.48
2020-11-06,865.26
2020-11-09,893.39
2020-11-10,904.38
2020-11-11,907.45
2020-11-12,908.59
2020-11-13,911.54
2020-11-16,934.75
2020-11-18,945.27
2020-11-19,938.51
2020-11-20,942.15
2020-11-23,955.22
2020-11-24,956.13
2020-11-25,966.76
2020-11-26,965.09
2020-11-27,968.32
2020-11-30,966.44
2020-12-01,964.24
2020-12-02,961.7
2020-12-03,966.04
2020-12-04,972.54
2020-12-07,973.13
2020-12-08,977.1
2020-12-09,990.33
2020-12-10,976.64
2020-12-11,968.51
2020-12-14,981.78
2020-12-15,987.38
2020-12-16,998.82
2020-12-17,1009.51
2020-12-18,1009.23
2020-12-21,978.07
2020-12-22,1001.9
2020-12-23,1008.78
2020-12-28,1023.4
2020-12-29,1030.62
2020-12-30,1027.14
2021-01-04,1029.27
2021-01-05,1027.67
2021-01-06,1037.52
2021-01-07,1051.05
2021-01-08,1075.43
2021-01-11,1071.71
2021-01-12,1076.29
2021-01-13,1076.57
2021-01-14,1075.61
2021-01-15,1073.53
2021-01-18,1074.97
2021-01-19,1072.99
2021-01-20,1074.86
2021-01-21,1059.04
2021-01-22,1049.07
2021-01-25,1061.07
2021-01-26,1055.77
2021-01-27,1035.78
2021-01-28,1027.89
2021-01-29,1017.36
2021-02-01,1028.07
2021-02-02,1047.66
2021-02-03,1049.85
2021-02-04,1050.92
2021-02-05,1062.68
2021-02-08,1062.6
2021-02-09,1059.15
2021-02-10,1060.64
2021-02-11,1055.23
2021-02-12,1060.37
2021-02-15,1071.51
2021-02-16,1070.35
2021-02-17,1059.85
2021-02-18,1056.13
2021-02-19,1054.36
2021-02-22,1042.64
2021-02-23,1042.16
2021-02-24,1053.06
2021-02-25,1067.84
2021-02-26,1057.6
2021-03-01,1066.26
2021-03-02,1069.57
2021-03-03,1056.05
2021-03-04,1058.47
2021-03-05,1067.58
2021-03-08,1065.05
2021-03-09,1065.4
2021-03-10,1070.86
2021-03-11,1073.65
2021-03-12,1077.33
2021-03-15,1081.51
2021-03-16,1078.08
2021-03-17,1082.14
2021-03-18,1095.79
2021-03-19,1080.07
2021-03-22,1084.65
2021-03-23,1088.84
2021-03-24,1090.19
2021-03-25,1083.37
2021-03-26,1094.5
2021-03-29,1089.08
2021-03-30,1092.0
2021-03-31,1090.5
2021-04-01,1091.97
2021-04-06,1093.89
2021-04-07,1087.82
2021-04-08,1088.16
2021-04-09,1091.83
2021-04-12,1096.47
2021-04-13,1101.54
2021-04-14,1095.28
2021-04-15,1094.11
2021-04-16,1103.78
2021-04-19,1108.01
2021-04-20,1102.22
2021-04-21,1092.13
2021-04-22,1092.33
2021-04-23,1087.61
2021-04-26,1095.2
2021-04-27,1096.44
2021-04-28,1103.71
2021-04-29,1103.89
2021-04-30,1100.25
2021-05-03,1105.22
2021-05-04,1098.74
2021-05-05,1101.92
2021-05-06,1096.51
2021-05-07,1109.87
2021-05-10,1111.92
2021-05-11,1105.93
2021-05-12,1110.26
2021-05-13,1105.41
2021-05-14,1121.81
2021-05-17,1130.52
2021-05-18,1143.3
2021-05-19,1135.24
2021-05-20,1149.96
2021-05-21,1158.93
2021-05-24,1159.34
2021-05-25,1168.29
2021-05-26,1158.59
2021-05-27,1164.9
2021-05-28,1163.51
2021-05-31,1162.71
2021-06-01,1173.71
2021-06-02,1173.82
2021-06-03,1174.71
2021-06-04,1178.61
2021-06-07,1180.23
2021-06-08,1177.99
2021-06-09,1180.24
2021-06-10,1179.61
2021-06-11,1177.31
2021-06-14,1180.01
2021-06-15,1175.34
2021-06-16,1171.36
2021-06-17,1173.95
2021-06-18,1162.01
2021-06-21,1165.95
2021-06-22,1163.14
2021-06-23,1161.99
2021-06-24,1161.73
2021-06-25,1161.18
2021-06-28,1160.86
2021-06-29,1162.39
2021-06-30,1152.85
2021-07-01,1144.4
2021-07-02,1152.13
2021-07-07,1157.91
2021-07-08,1147.59
2021-07-09,1156.04
2021-07-12,1159.44
2021-07-13,1154.59
2021-07-14,1159.05
2021-07-15,1197.16
2021-07-16,1197.47
2021-07-19,1177.01
2021-07-20,1184.34
2021-07-21,1188.12
2021-07-22,1192.24
2021-07-23,1190.23
2021-07-26,1198.42
2021-07-27,1196.15
2021-07-28,1200.6
2021-07-29,1204.44
2021-07-30,1209.45
2021-08-02,1223.26
2021-08-03,1220.73
2021-08-04,1227.54
2021-08-05,1232.67
2021-08-06,1238.39
2021-08-09,1242.95
2021-08-10,1237.65
2021-08-11,1252.71
2021-08-12,1272.87
2021-08-13,1275.27
2021-08-16,1275.22
2021-08-17,1283.64
2021-08-18,1290.83
2021-08-19,1274.2
2021-08-20,1274.4
2021-08-23,1283.1
2021-08-24,1286.18
2021-08-25,1290.02
2021-08-26,1280.92
2021-08-27,1282.33
2021-08-30,1282.89
2021-08-31,1284.15
2021-09-01,1290.25
2021-09-02,1291.06
2021-09-03,1293.62
2021-09-06,1290.73
2021-09-07,1290.67
2021-09-08,1290.51
2021-09-09,1286.16
2021-09-10,1284.48
2021-09-13,1288.89
2021-09-14,1298.31
2021-09-15,1295.16
2021-09-16,1301.98
2021-09-17,1305.24
2021-09-20,1285.49
2021-09-21,1294.19
2021-09-22,1294.41
2021-09-23,1307.55
2021-09-24,1307.24
2021-09-27,1322.4
2021-09-29,1320.93
2021-09-30,1324.88
2021-10-01,1329.91
2021-10-04,1341.87
2021-10-05,1362.32
2021-10-06,1363.59
2021-10-07,1366.28
2021-10-08,1366.34
2021-10-11,1376.11
2021-10-12,1374.7
2021-10-13,1365.64
2021-10-14,1362.26
2021-10-15,1361.78
2021-10-18,1354.54
2021-10-19,1352.98
2021-10-20,1345.16
2021-10-21,1341.06
2021-10-22,1330.19
2021-10-25,1339.56
2021-10-26,1340.82
2021-10-27,1338.64
2021-10-29,1326.1
2021-11-01,1332.86
2021-11-02,1329.42
2021-11-03,1353.83
2021-11-04,1358.48
2021-11-05,1375.84
2021-11-08,1388.05
2021-11-09,1388.38
2021-11-10,1373.71
2021-11-11,1373.99
2021-11-12,1361.73
2021-11-15,1379.79
2021-11-16,1383.05
2021-11-18,1376.34
2021-11-19,1362.71
2021-11-22,1357.91
2021-11-23,1364.16
2021-11-24,1371.32
2021-11-25,1374.77
2021-11-26,1351.84
2021-11-29,1362.99
2021-11-30,1357.22
2021-12-01,1363.16
2021-12-02,1363.22
2021-12-03,1362.79
2021-12-06,1369.25
2021-12-07,1387.24
2021-12-08,1398.84
2021-12-09,1409.45
2021-12-10,1405.4
2021-12-13,1403.5
2021-12-14,1401.57
2021-12-15,1395.93
2021-12-16,1398.01
2021-12-17,1390.11
2021-12-20,1391.62
2021-12-21,1412.16
2021-12-22,1422.37
2021-12-23,1425.26
2021-12-27,1422.81
2021-12-28,1420.93
2021-12-29,1425.06
2021-12-30,1426.03
2022-01-03,1416.32
2022-01-04,1437.04
2022-01-05,1427.16
2022-01-06,1428.92
2022-01-07,1427.02
2022-01-10,1421.27
2022-01-11,1433.37
2022-01-12,1442.83
2022-01-13,1448.75
2022-01-14,1444.39
2022-01-17,1448.76
2022-01-18,1451.75
2022-01-19,1437.7
2022-01-20,1426.0
2022-01-21,1418.01
2022-01-24,1391.29
2022-01-25,1402.2
2022-01-26,1420.64
2022-01-27,1420.56
2022-01-28,1410.7
2022-01-31,1416.28
2022-02-01,1414.06
2022-02-02,1430.95
2022-02-03,1438.35
2022-02-04,1442.72
2022-02-07,1441.45
2022-02-08,1463.58
2022-02-09,1481.68
2022-02-10,1477.59
2022-02-11,1468.42
2022-02-14,1447.68
2022-02-15,1452.92
2022-02-16,1449.01
2022-02-17,1438.61
2022-02-18,1434.72
2022-02-21,1402.41
2022-02-22,1397.04
2022-02-23,1405.39
2022-02-24,1338.34
2022-02-25,1382.66
2022-02-28,1353.41
2022-03-01,1350.01
2022-03-02,1323.49
2022-03-03,1364.29
2022-03-04,1306.14
2022-03-07,1230.04
2022-03-08,1261.64
2022-03-09,1293.07
2022-03-10,1284.1
2022-03-11,1302.63
2022-03-14,1315.12
2022-03-15,1302.19
2022-03-16,1308.64
2022-03-17,1313.86
2022-03-18,1326.85
2022-03-21,1338.22
2022-03-22,1355.22
2022-03-23,1340.29
2022-03-24,1349.46
2022-03-25,1346.48
2022-03-28,1345.41
2022-03-29,1369.4
2022-03-30,1364.48
2022-03-31,1367.33
2022-04-01,1373.34
2022-04-04,1372.73
2022-04-05,1364.21
2022-04-06,1333.94
2022-04-07,1347.31
2022-04-08,1363.13
2022-04-11,1357.21
2022-04-12,1357.82
2022-04-13,1370.1
2022-04-14,1375.87
2022-04-19,1362.95
2022-04-20,1369.89
2022-04-21,1386.53
2022-04-22,1379.51
2022-04-25,1362.2
2022-04-26,1372.09
2022-04-27,1366.75
2022-04-28,1367.58
2022-04-29,1333.63
2022-05-02,1316.9
2022-05-03,1329.51
2022-05-04,1322.37
2022-05-05,1318.49
2022-05-06,1305.87
2022-05-09,1303.29
2022-05-10,1297.84
2022-05-11,1298.7
2022-05-12,1279.49
2022-05-13,1296.91
2022-05-16,1297.38
2022-05-17,1309.89
2022-05-18,1339.07
2022-05-19,1344.27
2022-05-20,1343.69
2022-05-23,1322.71
2022-05-24,1308.55
2022-05-25,1312.44
2022-05-26,1310.58
2022-05-27,1310.33
2022-05-30,1320.25
2022-05-31,1309.88
2022-06-01,1320.78
2022-06-02,1327.22
2022-06-03,1330.07
2022-06-06,1328.56
2022-06-07,1335.1
2022-06-08,1345.05
2022-06-09,1345.07
2022-06-10,1315.29
2022-06-13,1294.54
2022-06-14,1290.4
2022-06-15,1306.07
2022-06-16,1286.55
2022-06-17,1290.67
2022-06-20,1308.9
2022-06-21,1318.77
2022-06-22,1307.59
2022-06-23,1278.65
2022-06-24,1288.22
2022-06-27,1260.11
2022-06-28,1293.09
2022-06-29,1282.82
2022-06-30,1251.75
2022-07-01,1217.91
2022-07-04,1212.59
2022-07-07,1220.08
2022-07-08,1230.72
2022-07-11,1231.61
2022-07-12,1229.39
2022-07-13,1221.55
2022-07-14,1216.68
2022-07-15,1223.76
2022-07-18,1248.72
2022-07-19,1248.04
2022-07-20,1240.9
2022-07-21,1247.68
2022-07-22,1238.05
2022-07-25,1240.31
2022-07-26,1245.71
2022-07-27,1260.29
2022-07-28,1238.51
2022-07-29,1233.56
2022-08-01,1206.89
2022-08-02,1202.96
2022-08-03,1225.21
2022-08-04,1231.89
2022-08-05,1233.58
2022-08-08,1236.41
2022-08-09,1243.72
2022-08-10,1249.73
2022-08-11,1252.67
2022-08-12,1261.73
2022-08-15,1250.96
2022-08-16,1255.74
2022-08-17,1238.77
2022-08-18,1230.33
2022-08-19,1221.54
2022-08-22,1201.19
2022-08-23,1201.78
2022-08-24,1184.16
2022-08-25,1182.13
2022-08-26,1187.37
2022-08-29,1164.57
2022-08-30,1182.91
2022-08-31,1173.82
2022-09-01,1153.79
2022-09-02,1150.11
2022-09-05,1136.73
2022-09-06,1137.91
2022-09-07,1152.96
2022-09-08,1172.22
2022-09-09,1199.27
2022-09-12,1223.84
2022-09-13,1241.11
2022-09-14,1234.16
2022-09-15,1246.49
2022-09-16,1220.29
2022-09-19,1215.38
2022-09-20,1208.26
2022-09-21,1188.01
2022-09-22,1198.71
2022-09-23,1168.13
2022-09-26,1151.08
2022-09-27,1144.92
2022-09-29,1114.34
2022-09-30,1123.37
2022-10-03,1120.57
2022-10-04,1177.35
2022-10-05,1176.15
2022-10-06,1177.72
2022-10-07,1168.74
2022-10-10,1152.9
2022-10-11,1133.93
2022-10-12,1141.3
2022-10-13,1133.58
2022-10-14,1147.15
2022-10-17,1144.01
2022-10-18,1167.92
2022-10-19,1138.26
2022-10-20,1164.38
2022-10-21,1164.33
2022-10-24,1171.4
2022-10-25,1165.5
2022-10-26,1178.95
2022-10-27,1184.14
2022-10-31,1184.13
2022-11-01,1184.92
2022-11-02,1185.42
2022-11-03,1189.68
2022-11-04,1222.15
2022-11-07,1233.21
2022-11-08,1237.25
2022-11-09,1241.78
2022-11-10,1245.41
2022-11-11,1258.99
2022-11-14,1257.3
2022-11-15,1246.81
2022-11-16,1239.28
2022-11-18,1243.78
2022-11-21,1242.72
2022-11-22,1238.12
2022-11-23,1234.89
2022-11-24,1244.47
2022-11-25,1243.26
2022-11-28,1235.44
2022-11-29,1217.75
2022-11-30,1215.3
2022-12-01,1214.32
2022-12-02,1198.62
2022-12-05,1202.79
2022-12-06,1183.66
2022-12-07,1177.64
2022-12-08,1170.6
2022-12-09,1173.08
2022-12-12,1168.1
2022-12-13,1180.24
2022-12-14,1177.67
2022-12-15,1171.34
2022-12-16,1166.45
2022-12-19,1172.08
2022-12-20,1176.06
2022-12-21,1183.06
2022-12-22,1190.94
2022-12-23,1198.4
2022-12-27,1205.58
2022-12-28,1205.33
2022-12-29,1206.0
2022-12-30,1201.73
2023-01-02,1207.7
2023-01-03,1218.87
2023-01-04,1230.06
2023-01-05,1242.31
2023-01-06,1249.31
2023-01-09,1270.96
2023-01-10,1269.69
2023-01-11,1271.3
2023-01-12,1284.91
2023-01-13,1269.95
2023-01-16,1277.52
2023-01-17,1271.37
2023-01-18,1278.3
2023-01-19,1269.42
2023-01-20,1280.54
2023-01-23,1287.87
2023-01-24,1293.74
2023-01-25,1302.99
2023-01-26,1320.41
2023-01-27,1331.01
2023-01-30,1331.3
2023-01-31,1329.66
2023-02-01,1342.5
2023-02-02,1351.96
2023-02-03,1355.1
2023-02-06,1353.88
2023-02-07,1355.96
2023-02-08,1374.8
2023-02-09,1388.77
2023-02-10,1380.41
2023-02-13,1398.1
2023-02-14,1410.37
2023-02-15,1407.12
2023-02-16,1400.55
2023-02-17,1399.25
2023-02-20,1379.34
2023-02-21,1388.72
2023-02-22,1376.52
2023-02-23,1388.55
2023-02-24,1387.85
2023-02-27,1402.73
2023-02-28,1413.69
2023-03-01,1421.38
2023-03-02,1413.38
2023-03-03,1420.45
2023-03-06,1420.48
2023-03-07,1400.07
2023-03-08,1409.03
2023-03-09,1396.61
2023-03-10,1376.23
2023-03-13,1346.18
2023-03-14,1355.2
2023-03-15,1312.14
2023-03-16,1318.54
2023-03-17,1317.55
2023-03-20,1324.55
2023-03-21,1344.6
2023-03-22,1328.68
2023-03-23,1325.32
2023-03-24,1290.65
2023-03-27,1298.42
2023-03-28,1297.49
2023-03-29,1321.17
2023-03-30,1336.74
2023-03-31,1352.46
2023-04-03,1354.85
2023-04-04,1362.86
2023-04-05,1366.8
2023-04-06,1381.33
2023-04-11,1405.3
2023-04-12,1402.32
2023-04-13,1404.35
2023-04-14,1418.37
2023-04-17,1416.23
2023-04-18,1417.06
2023-04-19,1415.51
2023-04-20,1407.77
2023-04-21,1417.04
2023-04-24,1415.13
2023-04-25,1413.28
2023-04-26,1409.37
2023-04-27,1416.49
2023-04-28,1378.05
2023-05-02,1379.93
2023-05-03,1382.86
2023-05-04,1385.84
2023-05-05,1390.45
2023-05-09,1384.15
2023-05-10,1389.99
2023-05-11,1387.67
2023-05-12,1371.71
2023-05-15,1345.1
2023-05-16,1342.54
2023-05-17,1340.13
2023-05-18,1316.21
2023-05-19,1316.8
2023-05-22,1319.33
2023-05-23,1320.0
2023-05-24,1317.25
2023-05-25,1320.84
2023-05-26,1317.67
2023-05-29,1313.02
2023-05-30,1298.89
2023-05-31,1296.67
2023-06-01,1293.32
2023-06-02,1315.58
2023-06-05,1315.06
2023-06-06,1309.13
2023-06-07,1307.71
2023-06-08,1315.21
2023-06-09,1308.12
2023-06-12,1316.55
2023-06-13,1316.98
2023-06-14,1322.85
2023-06-15,1317.89
2023-06-16,1323.62
2023-06-19,1326.1
2023-06-20,1319.47
2023-06-21,1312.59
2023-06-22,1304.92
2023-06-23,1303.05
2023-06-26,1302.34
2023-06-27,1289.94
2023-06-28,1292.59
2023-06-29,1262.48
2023-06-30,1275.15
2023-07-03,1285.18
2023-07-04,1285.93
2023-07-07,1283.7
2023-07-10,1277.52
2023-07-11,1284.35
2023-07-12,1299.31
2023-07-13,1304.58
2023-07-14,1310.94
2023-07-17,1309.69
2023-07-18,1317.73
2023-07-19,1324.8
2023-07-20,1327.09
2023-07-21,1335.07
2023-07-24,1333.6
2023-07-25,1335.33
2023-07-26,1340.91
2023-07-27,1348.42
2023-07-28,1354.41
2023-07-31,1360.47
2023-08-01,1360.01
2023-08-02,1360.81
2023-08-03,1359.94
2023-08-04,1365.88
2023-08-07,1366.93
2023-08-08,1360.67
2023-08-09,1361.41
2023-08-10,1366.11
2023-08-11,1359.56
2023-08-14,1359.01
2023-08-15,1356.73
2023-08-16,1361.41
2023-08-17,1361.72
2023-08-18,1350.47
2023-08-21,1352.95
2023-08-22,1357.55
2023-08-23,1345.2
2023-08-24,1351.06
2023-08-25,1350.79
2023-08-28,1350.59
2023-08-29,1351.7
2023-08-30,1359.85
2023-08-31,1340.79
2023-09-01,1340.71
2023-09-04,1336.39
2023-09-05,1337.04
2023-09-06,1339.28
2023-09-07,1337.14
2023-09-08,1321.69
2023-09-11,1329.93
2023-09-12,1334.28
2023-09-13,1338.71
2023-09-14,1356.22
2023-09-15,1353.96
2023-09-18,1351.68
2023-09-19,1345.53
2023-09-20,1349.81
2023-09-21,1347.35
2023-09-22,1345.55
2023-09-25,1342.57
2023-09-26,1338.6
2023-09-27,1340.96
2023-09-29,1349.32
2023-10-02,1346.78
2023-10-03,1340.23
2023-10-04,1333.32
2023-10-05,1325.82
2023-10-06,1332.84
2023-10-09,1333.48
2023-10-10,1344.24
2023-10-11,1349.51
2023-10-12,1349.75
2023-10-13,1346.33
2023-10-16,1355.46
2023-10-17,1355.28
2023-10-18,1351.84
2023-10-19,1346.66
2023-10-20,1341.6
2023-10-23,1340.36
2023-10-24,1341.26
2023-10-25,1345.67
2023-10-26,1345.81
2023-10-27,1351.29
2023-10-30,1360.93
2023-10-31,1366.46
2023-11-01,1370.8
2023-11-02,1385.18
2023-11-03,1381.88
2023-11-06,1381.54
2023-11-07,1375.72
2023-11-08,1375.16
2023-11-09,1370.17
2023-11-10,1365.03
2023-11-13,1367.75
2023-11-14,1374.04
2023-11-15,1385.6
2023-11-16,1384.04
2023-11-20,1386.76
2023-11-21,1388.53
2023-11-22,1391.75
2023-11-23,1385.84
2023-11-24,1387.64
2023-11-27,1380.91
2023-11-28,1384.06
2023-11-29,1389.18
2023-11-30,1389.16
2023-12-01,1390.38
2023-12-04,1397.46
2023-12-05,1399.27
2023-12-06,1411.36
2023-12-07,1407.27
2023-12-08,1407.55
2023-12-11,1408.27
2023-12-12,1406.03
2023-12-13,1397.88
2023-12-14,1388.53
2023-12-15,1379.69
2023-12-18,1381.84
2023-12-19,1382.38
2023-12-20,1395.51
2023-12-21,1395.8
2023-12-22,1399.12
2023-12-27,1406.52
2023-12-28,1409.99
2023-12-29,1414.02
2024-01-02,1422.34
2024-01-03,1419.08
2024-01-04,1438.01
2024-01-05,1438.49
2024-01-08,1446.96
2024-01-09,1448.28
2024-01-10,1451.34
2024-01-11,1456.26
2024-01-12,1457.47
2024-01-15,1457.28
2024-01-16,1445.83
2024-01-17,1434.89
2024-01-18,1432.36
2024-01-19,1442.17
2024-01-22,1441.59
2024-01-23,1437.6
2024-01-24,1446.44
2024-01-25,1450.2
2024-01-26,1447.36
2024-01-29,1445.44
2024-01-30,1450.49
2024-01-31,1452.92
2024-02-01,1458.36
2024-02-02,1457.31
2024-02-05,1460.46
2024-02-06,1459.37
2024-02-07,1444.47
2024-02-08,1462.95
2024-02-09,1452.8
2024-02-12,1464.71
2024-02-13,1470.99
2024-02-14,1479.23
2024-02-15,1482.34
2024-02-16,1489.38
2024-02-19,1480.92
2024-02-20,1479.21
2024-02-21,1487.11
2024-02-22,1497.1
2024-02-23,1492.45
2024-02-26,1489.56
2024-02-27,1480.0
2024-02-28,1479.13
2024-02-29,1457.17
2024-03-01,1460.6
2024-03-04,1447.5
2024-03-05,1457.93
2024-03-06,1461.51
2024-03-07,1468.4
2024-03-08,1463.23
2024-03-11,1465.79
2024-03-12,1466.88
2024-03-13,1483.58
2024-03-14,1486.64
2024-03-15,1480.68
2024-03-18,1492.38
2024-03-19,1495.44
2024-03-20,1495.31
2024-03-21,1483.08
2024-03-22,1490.66
2024-03-25,1488.83
2024-03-26,1489.88
2024-03-27,1513.01
2024-03-28,1515.16
2024-04-02,1525.39
2024-04-03,1520.43
2024-04-04,1528.88
2024-04-05,1525.51
2024-04-08,1533.54
2024-04-09,1536.49
2024-04-10,1548.83
2024-04-11,1546.89
2024-04-12,1558.96
2024-04-15,1557.56
2024-04-16,1546.99
2024-04-17,1547.54
2024-04-18,1550.34
2024-04-19,1550.61
2024-04-22,1557.17
2024-04-23,1564.82
2024-04-24,1563.57
2024-04-25,1558.62
2024-04-26,1543.38
2024-04-29,1550.68
2024-04-30,1548.85
2024-05-02,1555.44
2024-05-03,1520.22
2024-05-06,1529.77
2024-05-07,1548.65
2024-05-09,1551.59
2024-05-10,1550.16
2024-05-13,1558.18
2024-05-14,1555.77
2024-05-15,1563.43
2024-05-16,1556.65
2024-05-17,1561.39
2024-05-20,1567.56
2024-05-21,1566.89
2024-05-22,1574.12
2024-05-23,1571.17
2024-05-24,1562.2
2024-05-27,1547.87
2024-05-28,1543.04
2024-05-29,1539.55
2024-05-30,1539.9
2024-05-31,1553.58
2024-06-03,1552.37
2024-06-04,1537.37
2024-06-05,1533.89
2024-06-06,1551.85
2024-06-07,1546.76
2024-06-10,1542.73
2024-06-11,1530.21
2024-06-12,1538.36
2024-06-13,1531.08
2024-06-14,1516.67
2024-06-17,1521.84
2024-06-18,1528.06
2024-06-19,1534.34
2024-06-20,1537.96
2024-06-21,1531.56
2024-06-24,1536.64
2024-06-25,1540.6
2024-06-26,1539.91
2024-06-27,1524.86
2024-06-28,1545.91
2024-07-01,1555.62
2024-07-02,1559.74
2024-07-03,1567.22
2024-07-04,1572.19
2024-07-08,1575.58
2024-07-09,1570.27
2024-07-10,1580.29
2024-07-11,1586.73
2024-07-12,1590.4
