date,adj_close
2015-01-01,2538.075927734375
2015-01-02,2538.075927734375
2015-01-05,2522.998291015625
2015-01-06,2455.5078125
2015-01-07,2461.969970703125
2015-01-08,2459.097900390625
2015-01-09,2412.42919921875
2015-01-12,2433.968505859375
2015-01-13,2415.300537109375
2015-01-14,2438.276123046875
2015-01-15,2437.558349609375
2015-01-16,2473.4580078125
2015-01-19,2449.046142578125
2015-01-20,2535.92236328125
2015-01-21,2586.18115234375
2015-01-22,2717.572509765625
2015-01-23,2710.392578125
2015-01-26,2720.4443359375
2015-01-27,2764.241455078125
2015-01-28,2771.42138671875
2015-01-29,2710.392578125
2015-01-30,2685.26318359375
2015-02-02,2692.44287109375
2015-02-03,2798.704833984375
2015-02-04,2760.651123046875
2015-02-05,2696.750732421875
2015-02-06,2746.291748046875
2015-02-09,2771.42138671875
2015-02-10,2717.572509765625
2015-02-11,2642.18408203125
2015-02-12,2731.9326171875
2015-02-13,2744.138671875
2015-02-16,2692.44287109375
2015-02-17,2713.98291015625
2015-02-18,2832.44970703125
2015-02-19,2800.140380859375
2015-02-20,2800.140380859375
2015-02-23,2861.169189453125
2015-02-24,2864.759521484375
2015-02-25,2889.888916015625
2015-02-26,2871.939208984375
2015-02-27,2821.680419921875
2015-03-02,2728.342041015625
2015-03-03,2703.930908203125
2015-03-04,2666.595703125
2015-03-05,2706.802978515625
2015-03-06,2757.0615234375
2015-03-09,2679.51953125
2015-03-10,2674.493408203125
2015-03-11,2742.701904296875
2015-03-12,2771.42138671875
2015-03-13,2770.703369140625
2015-03-16,2760.651123046875
2015-03-17,2757.0615234375
2015-03-18,2746.291748046875
2015-03-19,2793.6787109375
2015-03-20,2836.0400390625
2015-03-23,2833.885986328125
2015-03-24,2878.4013671875
2015-03-25,2885.58056640625
2015-03-26,2886.298828125
2015-03-27,2837.475830078125
2015-03-30,2860.451416015625
2015-03-31,2764.241455078125
2015-04-01,2728.342041015625
2015-04-02,2799.422607421875
2015-04-03,2799.422607421875
2015-04-06,2799.422607421875
