date,ALE.WA,CDR.WA,CEZ.PR,COLT.PR,EBS.VI,KGH.WA,KOMB.PR,LPP.WA,MOL.BD,MONET.PR,O2CR.PR,OMV.VI,OTP.BD,PEO.WA,PKN.WA,PKO.WA,PZU.WA,RBI.VI,RICHTER.BD,TABAK.PR,VER.VI,VIG.PR,ALE.WA_ret_eur,CDR.WA_ret_eur,CEZ.PR_ret_eur,COLT.PR_ret_eur,EBS.VI_ret_eur,KGH.WA_ret_eur,KOMB.PR_ret_eur,LPP.WA_ret_eur,MOL.BD_ret_eur,MONET.PR_ret_eur,O2CR.PR_ret_eur,OMV.VI_ret_eur,OTP.BD_ret_eur,PEO.WA_ret_eur,PKN.WA_ret_eur,PKO.WA_ret_eur,PZU.WA_ret_eur,RBI.VI_ret_eur,RICHTER.BD_ret_eur,TABAK.PR_ret_eur,VER.VI_ret_eur,VIG.PR_ret_eur,CZK_EUR,PLN_EUR,HUF_EUR,USD_EUR,ATX,BUX,GDAXI,GSPC,PX,STOXX50E,WIG20,rf_pribor_3m_pct,rf_ester_pct,rf_cz_10y_gov_pct
2015-01-12,,15.66879940032959,265.4252014160156,,13.124948501586914,95.46368408203124,427.4890747070313,5870.43408203125,769.4446411132812,,230.2,10.051098823547363,2740.987548828125,82.30887603759766,29.56532096862793,26.747758865356445,23.41539764404297,7.135858058929443,2433.968505859375,4654.9736328125,11.132124900817873,1021.542236328125,,0.0041454827825482795,-0.001749900318101222,,0.015504122957429808,-0.018182296763374968,-0.011911320222172207,0.001351030661699412,-0.01124083887856442,,-0.0034692142340113094,-0.00998955980836399,-0.0079771225895938,-0.008534911115118048,0.0035047409219900777,0.000829379099022326,-0.006243455293417406,-0.031777164371015,0.008888848902840965,0.004640374677687031,-0.004202372382410612,-0.0047916474105296715,28.287,4.2765,318.03,1.1804,2145.449951171875,16158.76953125,9781.900390625,2028.260009765625,946.46,3084.179931640625,2367.65,0.05,,0.3663922461023289
2015-01-13,,15.566933631896973,272.537353515625,,13.377349853515623,95.0257797241211,436.8025817871094,6053.6357421875,764.0919799804688,,235.5,10.114460945129396,2739.4736328125,84.09617614746094,29.852643966674805,27.28005027770996,23.8553524017334,7.056861877441406,2415.300537109375,4663.16259765625,11.142940521240234,1034.2991943359375,,-0.006522410052421129,0.026442608087876168,,0.01904808255149548,-0.004597683468197737,0.021552603288615184,0.030730460322428297,-0.006980834753275233,,0.022762417168690298,0.00628421237296816,-0.0005524776123602891,0.021482146363447516,0.00967132542853567,0.019704986900246295,0.018614786575694254,-0.01113204482631831,-0.007699329859309458,0.0017576405301211846,0.0009710967009421119,0.01241060867446131,28.405,4.2824,318.27,1.1782,2156.419921875,16140.259765625,9941.0,2023.030029296875,963.21,3133.860107421875,2336.66,0.05,,0.3678934863255938
2015-01-14,,15.455811500549316,276.1631164550781,,13.36052703857422,88.41337585449219,440.9004821777344,5928.02294921875,752.383056640625,,232.0,9.715516090393066,2725.091552734375,83.71989440917969,29.42166519165039,26.880830764770508,23.90178871154785,6.892290592193604,2438.276123046875,4654.111328125,11.132124900817873,1002.8975219726562,,-0.007163944139988383,0.013216010962639559,,-0.0012583510073842959,-0.07212495153615629,0.009337850886826515,-0.020968281355044697,-0.015442596475945416,,-0.01497354179016248,-0.04024197211315268,-0.0052637722479844,-0.004484461680348429,-0.014542096774591728,-0.014742254393292445,0.0019446861083549315,-0.023596977935543686,0.00946755729366419,-0.0019429014217306325,-0.0009710967009421468,-0.03083075820798133,28.229,4.2863,319.97,1.1775,2122.080078125,16066.1298828125,9817.080078125,2011.27001953125,958.8,3089.669921875,2265.21,0.05,,0.36939472654885874
2015-01-15,,15.002044677734377,271.0963134765625,,13.040814399719238,89.55194854736328,442.1113586425781,5692.01123046875,728.965087890625,,225.5,10.184864044189451,2633.498046875,81.41525268554688,28.37006187438965,25.128700256347656,23.513164520263672,6.912038803100586,2437.558349609375,4642.04345703125,11.10327434539795,1013.6919555664062,,-0.02979857785880688,-0.018517534770789334,,-0.024220607810946523,0.012795618824376638,0.0027426069909226745,-0.040627106059496855,-0.03161973763734427,,-0.02841721272357696,0.047178496493755426,-0.034189006589611555,-0.02791400145481793,-0.03639688444153518,-0.06740279218483952,-0.01639284097174057,0.002861163887571292,-0.0002944207588301453,-0.0025963160363899128,-0.0025950126904081268,0.010705735413292677,27.841,4.3008,322.39,1.1708,2141.0,15686.6904296875,10032.6103515625,1992.6700439453125,945.52,3157.360107421875,2252.33,0.05,,0.37089596677212366
2015-01-16,,14.816834449768066,268.6791381835937,,13.034083366394045,90.38395690917967,444.2533874511719,5671.3017578125,717.256103515625,,228.9,10.480554580688477,2690.270751953125,80.89786529541016,28.99642372131348,24.39679527282715,23.368955612182617,6.5828938484191895,2473.4580078125,4665.7490234375,11.197033882141112,1025.467529296875,,-0.012422506490012567,-0.0089562852231665,,-0.0005162845534492751,0.009247896237181958,0.004833299131057584,-0.003644974948092723,-0.01619287601893694,,0.014965068015788027,0.028618894539112486,0.02132882153750319,-0.006375198122319675,0.021838072629310454,-0.029558847024430377,-0.006151998352346183,-0.048790202111991324,0.014620312807495973,0.005093714263872704,0.008408860384849635,0.0115495670793354,27.795,4.3179,320.37,1.1588,2143.360107421875,15755.900390625,10167.76953125,2019.4200439453125,949.05,3202.239990234375,,0.05,,0.37239720699538853
2015-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,0.37389844721865345
2015-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2255.12,0.05,,0.3753996874419183
2015-01-19,,14.807573318481444,268.12127685546875,,12.95331859588623,90.90946197509766,440.5279846191406,5899.9052734375,716.5870971679688,,229.1,10.410150527954102,2709.952392578125,82.5205307006836,28.95045280456543,24.47811889648437,23.317630767822266,6.6553053855896,2449.046142578125,4672.2138671875,11.150153160095217,1031.3553466796875,,-0.000625236572543169,-0.0020784690671894522,,-0.006215706414502281,0.005797304071465388,-0.008421119533620984,0.039517617128806304,-0.000933165350136904,,0.0008733625009287664,-0.006740253037125843,0.007289227590520704,0.019859682596691627,-0.0015866576129178155,0.0033278298321587486,-0.0021986985563317188,0.010939895688424548,-0.009918555523870134,0.0013846370688339346,-0.004195677131993665,0.005725173065656889,27.881,4.3164,318.72,1.1605,2148.139892578125,,10242.349609375,,950.83,3220.89990234375,2242.42,0.05,,0.37690092766518324
2015-01-20,,14.677926063537598,268.4466857910156,,13.15523910522461,91.39115142822266,439.1309814453125,5802.41015625,735.990478515625,,228.0,10.414843559265137,2791.704833984375,82.77921295166016,29.306734085083008,23.775785446166992,23.18075561523437,6.757340908050537,2535.92236328125,4676.5244140625,11.337671279907228,1030.3743896484375,,-0.008794023718844267,0.0012129273385494128,,0.015468072776277125,0.00528457436464664,-0.0031762407982968656,-0.01666292001437323,0.02671738276363586,,-0.004812960505009001,0.0004507114259744069,0.029721393401603728,0.003129859205249986,0.012231477056709952,-0.029111967699817328,-0.005887324639951544,0.015215116935600018,0.03485880307002199,0.0009221666177385093,0.016677688562752306,-0.0009515865130022491,27.849,4.3275,317.53,1.1579,2170.239990234375,16265.009765625,10257.1298828125,2022.550048828125,948.9,3244.919921875,2287.86,0.05,,0.37840216788844816
2015-01-21,,14.853877067565918,272.3978576660156,,13.444662094116213,94.14996337890624,446.02294921875,6005.04736328125,737.6631469726562,,229.0,10.649518966674805,2825.768310546875,83.71989440917969,30.456018447875977,24.52247428894043,23.73314094543457,6.971284866333008,2586.18115234375,4682.1279296875,11.362914085388184,1015.6544799804688,,0.011916176283554911,0.014611378511534805,,0.02176206662518147,0.029740203871514256,0.0155726745687987,0.03432696738945852,0.0022700981376092724,,0.0043763745997987815,0.022282669800716796,0.012127835132336453,0.01129965777519603,0.03846630293120655,0.030922370459759187,0.023549988381306675,0.03117009428295342,0.019624906814928962,0.0011975049587927215,0.0022239792920904456,-0.0143890087353972,27.939,4.3058,315.35,1.1593,2191.919921875,16392.4296875,10299.23046875,2032.1199951171875,952.54,3269.72998046875,2319.45,0.05,,0.3799034081117131
2015-01-22,,15.094647407531738,269.4228515625,,13.693696022033691,96.3395004272461,447.2337646484375,6172.31982421875,748.703125,,217.0,10.70584201812744,2887.84033203125,85.5071792602539,30.289369583129883,24.655548095703125,24.44195938110352,7.438670635223389,2717.572509765625,4662.73193359375,11.460280418395996,1039.2059326171875,,0.016079291493187174,-0.010981625289053916,,0.01835342561001988,0.022989549533479786,0.0027110149914904326,0.027474408920847352,0.014855263145976096,,-0.05382465001378011,0.005274851788956082,0.02172863685253606,0.021123704034486303,-0.005486812685853214,0.005411935051883627,0.029428878680838984,0.0648926046633122,0.0495566931104967,-0.004151164218710425,0.008532278308209388,0.02292368263195535,27.9,4.2997,315.56,1.1618,2230.090087890625,16776.869140625,10435.6201171875,2063.14990234375,961.04,3322.64990234375,2319.59,0.05,,0.38140464833497795
2015-01-23,,15.094647407531738,269.1439819335937,,13.448023796081545,94.80683135986328,451.7973327636719,6146.03271484375,750.0411987304688,,214.5,10.701147079467772,2860.589111328125,84.19022369384766,30.634153366088867,24.39679527282715,24.86480712890625,6.717843055725098,2710.392578125,4654.9736328125,11.44225025177002,1055.8883056640625,,0.0,-0.0010355990621227107,,-0.018103416964801833,-0.01603694824837521,0.010152279103766907,-0.004267965086146484,0.0017855935329357255,,-0.011587615172387895,-0.0004386360654026967,-0.00948134620739236,-0.015521534015658651,0.011318697514469915,-0.010550167643984252,0.017152133240411368,-0.10192502565730688,-0.002645535006940608,-0.0016652817625276723,-0.0015745133680213053,0.015925513349481817,27.831,4.2279,310.91,1.1198,2227.64990234375,16759.099609375,10649.580078125,2051.820068359375,961.94,3382.550048828125,,0.05,,0.38290588855824287
2015-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,0.3844071287815078
2015-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2307.29,0.05,,0.38590836900477266
2015-01-26,,15.06686782836914,270.2595520019531,,13.868697166442873,92.6610870361328,452.16986083984375,6073.15087890625,748.033935546875,,219.6,10.776241302490234,2912.06298828125,86.63597106933594,30.111228942871094,23.95321655273437,24.637496948242188,6.534839153289795,2720.4443359375,4663.59326171875,11.593708038330078,1075.5142822265625,,-0.001842055135518819,0.004136315721751815,,0.030802132558300947,-0.022892856053347756,0.0008242071170207349,-0.011929225823053927,-0.0026797913387551207,,0.02349797126730392,0.006992892031288902,0.017834174089548738,0.0286362932835479,-0.017217352863144797,-0.018349164728295054,-0.009183886794069791,-0.027619395503780148,0.003701738590098126,0.0018499907683603106,0.013149873527522024,0.01841654071460911,27.754,4.2157,310.67,1.1244,2252.139892578125,16890.94921875,10798.330078125,2057.090087890625,973.26,3414.280029296875,2309.86,0.05,,0.3874096092280376
2015-01-27,,15.020565032958984,273.7924194335937,,13.697063446044922,89.98985290527344,447.0473937988281,6133.2890625,756.0629272460938,,225.0,10.68471908569336,2872.70068359375,87.03575134277344,31.001922607421875,23.9827880859375,24.383298873901367,6.122090816497803,2764.241455078125,4654.9736328125,11.575676918029783,1069.62646484375,,-0.0030778851872948093,0.012987425008384143,,-0.012452835297107934,-0.029251692892376256,-0.011393292167210717,0.00985359703018631,0.01067626448998698,,0.024292692569044483,-0.008529233545712632,-0.013609168650965177,0.004603869576660273,0.029151065388558554,0.00123379231028063,-0.010371123052558832,-0.06524405879535564,0.01597103344258841,-0.0018499907683602655,-0.0015564611641090814,-0.005489460005103192,27.872,4.23,312.17,1.1306,2223.72998046875,16952.240234375,10628.580078125,2029.550048828125,970.83,3372.580078125,2319.18,0.05,,0.3889108494513025
2015-01-28,,14.816834449768066,271.4682006835937,,12.768220901489258,90.25259399414062,454.4982299804688,6016.67822265625,757.7357177734375,,221.0,10.574424743652344,2825.768310546875,86.84761810302734,30.335338592529297,25.2174129486084,24.195093154907227,5.927895545959473,2771.42138671875,4635.5771484375,11.737953186035156,1040.187255859375,,-0.013656267162540965,-0.008525218000794513,,-0.07022212111486466,0.002915420640233569,0.016529403788781944,-0.019195841078103258,0.002210057742781702,,-0.017937700686667318,-0.010376272206750872,-0.016472296083727342,-0.0021639023186224766,-0.021735899046504498,0.05019833594028687,-0.007748575150205533,-0.03223440747599573,0.0025940653800892556,-0.004175535555065279,0.013921374586233973,-0.027908738591462087,27.846,4.2365,312.18,1.1344,2194.139892578125,16918.990234375,10710.9697265625,2002.1600341796875,956.5,3358.9599609375,2340.77,0.05,,0.39041208967456736
2015-01-29,,14.86313533782959,270.95684814453125,,12.818700790405272,92.04800415039062,464.5567932128906,5969.6025390625,741.3432006835938,,213.0,10.335055351257324,2798.517333984375,85.60123443603516,31.720230102539062,25.35787773132324,24.74503517150879,6.615808963775635,2710.392578125,4657.1279296875,11.41700839996338,1039.2059326171875,,0.00312001164101082,-0.0018854316984405302,,0.003945762215358936,0.019697886093067878,0.021889799014339916,-0.007854967955259182,-0.02187099066789303,,-0.036870535808327685,-0.022896776860502774,-0.009690542599869416,-0.014455362874281848,0.04464132780898237,0.005554694475978295,0.022475019351352706,0.10979281503537595,-0.022266837412775707,0.004638223144751413,-0.02772324545221866,-0.0009438554675256525,27.792,4.2324,312.0,1.1315,2187.1298828125,16667.990234375,10737.8701171875,2021.25,954.43,3371.830078125,2341.0,0.05,,0.3919133298978323
